Accession (version),Accession,Old Family,Family
NC_006565.1,NC_006565,Herelleviridae,Myoviridae
NC_006936.1,NC_006936,Unclassified,Siphoviridae
NC_022762.1,NC_022762,Unclassified,Siphoviridae
NC_024149.1,NC_024149,Rountreeviridae,Podoviridae
NC_027120.1,NC_027120,Unclassified,Siphoviridae
NC_010576.1,NC_010576,Unclassified,Siphoviridae
NC_031013.1,NC_031013,Unclassified,Siphoviridae
NC_021853.1,NC_021853,Unclassified,Siphoviridae
NC_031040.1,NC_031040,Unclassified,Siphoviridae
NC_031017.1,NC_031017,Unclassified,Siphoviridae
NC_008364.1,NC_008364,Unclassified,Siphoviridae
NC_015263.1,NC_015263,Unclassified,Siphoviridae
NC_031064.1,NC_031064,Unclassified,Siphoviridae
NC_010363.1,NC_010363,Salasmaviridae,Podoviridae
NC_002666.1,NC_002666,Unclassified,Siphoviridae
NC_002667.1,NC_002667,Unclassified,Siphoviridae
NC_002668.1,NC_002668,Unclassified,Siphoviridae
NC_002796.1,NC_002796,Unclassified,Siphoviridae
NC_021861.1,NC_021861,Unclassified,Siphoviridae
NC_031071.1,NC_031071,Unclassified,Siphoviridae
NC_031009.1,NC_031009,Unclassified,Siphoviridae
NC_029118.1,NC_029118,Unclassified,Siphoviridae
NC_021860.1,NC_021860,Unclassified,Siphoviridae
NC_021854.1,NC_021854,Unclassified,Siphoviridae
NC_031075.1,NC_031075,Unclassified,Siphoviridae
NC_031002.1,NC_031002,Unclassified,Siphoviridae
NC_031044.1,NC_031044,Unclassified,Siphoviridae
NC_024215.1,NC_024215,Unclassified,Siphoviridae
NC_012663.1,NC_012663,Unclassified,Siphoviridae
NC_024203.1,NC_024203,Unclassified,Siphoviridae
NC_024208.1,NC_024208,Unclassified,Siphoviridae
NC_024214.1,NC_024214,Unclassified,Siphoviridae
NC_004746.1,NC_004746,Unclassified,Siphoviridae
NC_021852.1,NC_021852,Unclassified,Siphoviridae
NC_021855.1,NC_021855,Unclassified,Siphoviridae
NC_023574.1,NC_023574,Unclassified,Siphoviridae
NC_005822.1,NC_005822,Unclassified,Siphoviridae
NC_031016.1,NC_031016,Unclassified,Siphoviridae
NC_004302.1,NC_004302,Unclassified,Siphoviridae
NC_002747.1,NC_002747,Unclassified,Siphoviridae
NC_002703.1,NC_002703,Unclassified,Siphoviridae
NC_004066.1,NC_004066,Unclassified,Siphoviridae
NC_027341.1,NC_027341,Unclassified,Siphoviridae
NC_008370.1,NC_008370,Unclassified,Siphoviridae
NC_017688.1,NC_017688,Unclassified,Siphoviridae
NC_011046.1,NC_011046,Unclassified,Siphoviridae
NC_001909.1,NC_001909,Unclassified,Siphoviridae
NC_001629.1,NC_001629,Unclassified,Siphoviridae
NC_001706.1,NC_001706,Unclassified,Siphoviridae
NC_013155.1,NC_013155,Unclassified,Siphoviridae
NC_013152.1,NC_013152,Unclassified,Siphoviridae
NC_008371.1,NC_008371,Unclassified,Siphoviridae
NC_009817.1,NC_009817,Unclassified,Podoviridae
NC_008363.1,NC_008363,Unclassified,Siphoviridae
NC_001835.1,NC_001835,Unclassified,Siphoviridae
NC_028900.1,NC_028900,Unclassified,Siphoviridae
NC_023641.1,NC_023641,Endornaviridae,Endornaviridae
NC_034216.1,NC_034216,Endornaviridae,Endornaviridae
NC_020807.1,NC_020807,Rhabdoviridae,Rhabdoviridae
NC_004765.1,NC_004765,Papillomaviridae,Papillomaviridae
NC_001619.1,NC_001619,Papillomaviridae,Papillomaviridae
NC_013237.1,NC_013237,Papillomaviridae,Papillomaviridae
NC_007150.1,NC_007150,Papillomaviridae,Papillomaviridae
NC_018575.1,NC_018575,Papillomaviridae,Papillomaviridae
NC_026922.1,NC_026922,Baculoviridae,Baculoviridae
NC_010737.1,NC_010737,Caulimoviridae,Caulimoviridae
NC_023016.1,NC_023016,Secoviridae,Secoviridae
NC_023017.1,NC_023017,Secoviridae,Secoviridae
NC_024806.1,NC_024806,Flaviviridae,Flaviviridae
NC_034533.1,NC_034533,Rhabdoviridae,Rhabdoviridae
NC_003690.1,NC_003690,Flaviviridae,Flaviviridae
NC_023627.1,NC_023627,Iflaviridae,Iflaviridae
NC_025788.1,NC_025788,Iflaviridae,Iflaviridae
NC_004296.1,NC_004296,Arenaviridae,Arenaviridae
NC_004297.1,NC_004297,Arenaviridae,Arenaviridae
NC_010758.1,NC_010758,Arenaviridae,Arenaviridae
NC_010760.1,NC_010760,Arenaviridae,Arenaviridae
NC_028133.1,NC_028133,Nodaviridae,Nodaviridae
NC_028134.1,NC_028134,Nodaviridae,Nodaviridae
NC_034443.1,NC_034443,Rhabdoviridae,Rhabdoviridae
NC_001822.1,NC_001822,Tombusviridae,Tombusviridae
NC_004011.1,NC_004011,Potyviridae,Potyviridae
NC_024115.1,NC_024115,Totiviridae,Totiviridae
NC_002063.1,NC_002063,Totiviridae,Totiviridae
NC_003601.1,NC_003601,Totiviridae,Totiviridae
NC_002064.1,NC_002064,Totiviridae,Totiviridae
NC_025450.1,NC_025450,Autographiviridae,Podoviridae
NC_025831.1,NC_025831,Nairoviridae,Hantaviridae
NC_025832.1,NC_025832,Nairoviridae,Hantaviridae
NC_025833.1,NC_025833,Nairoviridae,Hantaviridae
NC_004286.1,NC_004286,Parvoviridae,Parvoviridae
NC_005341.1,NC_005341,Parvoviridae,Parvoviridae
NC_004284.1,NC_004284,Parvoviridae,Parvoviridae
NC_019492.1,NC_019492,Parvoviridae,Parvoviridae
NC_004287.1,NC_004287,Parvoviridae,Parvoviridae
NC_004288.1,NC_004288,Parvoviridae,Parvoviridae
NC_018399.1,NC_018399,Parvoviridae,Parvoviridae
NC_006555.1,NC_006555,Parvoviridae,Parvoviridae
NC_018450.1,NC_018450,Parvoviridae,Parvoviridae
NC_015718.1,NC_015718,Parvoviridae,Parvoviridae
NC_029311.1,NC_029311,Orthoherpesviridae,Herpesviridae
NC_032120.1,NC_032120,Polyomaviridae,Polyomaviridae
NC_025218.2,NC_025218,Totiviridae,Totiviridae
NC_026315.1,NC_026315,Picornaviridae,Picornaviridae
NC_026316.1,NC_026316,Picornaviridae,Picornaviridae
NC_011558.1,NC_011558,Rhabdoviridae,Rhabdoviridae
NC_011568.1,NC_011568,Rhabdoviridae,Rhabdoviridae
NC_012909.1,NC_012909,Closteroviridae,Closteroviridae
NC_012910.1,NC_012910,Closteroviridae,Closteroviridae
NC_003617.1,NC_003617,Closteroviridae,Closteroviridae
NC_003618.1,NC_003618,Closteroviridae,Closteroviridae
NC_027706.1,NC_027706,Potyviridae,Potyviridae
NC_003605.1,NC_003605,Potyviridae,Potyviridae
NC_035214.1,NC_035214,Secoviridae,Secoviridae
NC_035219.1,NC_035219,Secoviridae,Secoviridae
NC_007642.1,NC_007642,Rhabdoviridae,Rhabdoviridae
NC_006051.1,NC_006051,Aspiviridae,Ophioviridae
NC_006052.1,NC_006052,Aspiviridae,Ophioviridae
NC_006053.1,NC_006053,Aspiviridae,Ophioviridae
NC_006054.1,NC_006054,Aspiviridae,Ophioviridae
NC_010832.1,NC_010832,Alphaflexiviridae,Alphaflexiviridae
NC_011532.1,NC_011532,Rhabdoviridae,Rhabdoviridae
NC_008348.1,NC_008348,Baculoviridae,Baculoviridae
NC_027987.1,NC_027987,Unclassified,Siphoviridae
NC_018273.1,NC_018273,Unclassified,Siphoviridae
NC_027377.1,NC_027377,Unclassified,Siphoviridae
NC_027358.1,NC_027358,Unclassified,Siphoviridae
NC_020880.1,NC_020880,Unclassified,Siphoviridae
NC_024390.1,NC_024390,Unclassified,Siphoviridae
NC_020870.1,NC_020870,Unclassified,Siphoviridae
NC_024385.1,NC_024385,Unclassified,Siphoviridae
NC_024386.1,NC_024386,Unclassified,Siphoviridae
NC_024388.1,NC_024388,Unclassified,Siphoviridae
NC_024380.1,NC_024380,Unclassified,Siphoviridae
NC_024389.1,NC_024389,Unclassified,Siphoviridae
NC_024378.1,NC_024378,Unclassified,Siphoviridae
NC_034253.1,NC_034253,Polyomaviridae,Polyomaviridae
NC_007736.1,NC_007736,Sedoreoviridae,Reoviridae
NC_007737.1,NC_007737,Sedoreoviridae,Reoviridae
NC_007738.1,NC_007738,Sedoreoviridae,Reoviridae
NC_007739.1,NC_007739,Sedoreoviridae,Reoviridae
NC_007740.1,NC_007740,Sedoreoviridae,Reoviridae
NC_007741.1,NC_007741,Sedoreoviridae,Reoviridae
NC_007742.1,NC_007742,Sedoreoviridae,Reoviridae
NC_007743.1,NC_007743,Sedoreoviridae,Reoviridae
NC_007744.1,NC_007744,Sedoreoviridae,Reoviridae
NC_007745.1,NC_007745,Sedoreoviridae,Reoviridae
NC_007746.1,NC_007746,Sedoreoviridae,Reoviridae
NC_007747.1,NC_007747,Sedoreoviridae,Reoviridae
NC_019549.1,NC_019549,Unclassified,Podoviridae
NC_019550.1,NC_019550,Unclassified,Podoviridae
NC_010305.1,NC_010305,Betaflexiviridae,Betaflexiviridae
NC_031089.1,NC_031089,Betaflexiviridae,Betaflexiviridae
NC_025477.1,NC_025477,Bromoviridae,Bromoviridae
NC_025478.1,NC_025478,Bromoviridae,Bromoviridae
NC_025481.1,NC_025481,Bromoviridae,Bromoviridae
NC_005288.1,NC_005288,Potyviridae,Potyviridae
NC_005138.1,NC_005138,Betaflexiviridae,Betaflexiviridae
NC_007192.1,NC_007192,Alphaflexiviridae,Alphaflexiviridae
NC_018506.1,NC_018506,Picornaviridae,Picornaviridae
NC_023162.1,NC_023162,Picornaviridae,Picornaviridae
NC_035432.1,NC_035432,Flaviviridae,Flaviviridae
NC_009550.1,NC_009550,Geminiviridae,Geminiviridae
NC_031466.1,NC_031466,Geminiviridae,Geminiviridae
NC_003291.2,NC_003291,Unclassified,Siphoviridae
NC_009815.1,NC_009815,Unclassified,Siphoviridae
NC_003216.1,NC_003216,Unclassified,Siphoviridae
NC_009810.1,NC_009810,Unclassified,Siphoviridae
NC_009812.1,NC_009812,Unclassified,Siphoviridae
NC_009813.1,NC_009813,Unclassified,Siphoviridae
NC_024364.1,NC_024364,Herelleviridae,Myoviridae
NC_024360.1,NC_024360,Herelleviridae,Myoviridae
NC_024787.1,NC_024787,Herelleviridae,Myoviridae
NC_024384.1,NC_024384,Unclassified,Siphoviridae
NC_024359.1,NC_024359,Herelleviridae,Myoviridae
NC_024387.1,NC_024387,Unclassified,Siphoviridae
NC_009814.1,NC_009814,Unclassified,Siphoviridae
NC_011308.1,NC_011308,Unclassified,Siphoviridae
NC_020871.1,NC_020871,Herelleviridae,Myoviridae
NC_028871.1,NC_028871,Unclassified,Siphoviridae
NC_028929.1,NC_028929,Unclassified,Siphoviridae
NC_025440.1,NC_025440,Herelleviridae,Myoviridae
NC_009811.2,NC_009811,Herelleviridae,Myoviridae
NC_021785.1,NC_021785,Unclassified,Siphoviridae
NC_024392.1,NC_024392,Unclassified,Siphoviridae
NC_024375.1,NC_024375,Unclassified,Siphoviridae
NC_021539.2,NC_021539,Unclassified,Siphoviridae
NC_021787.2,NC_021787,Unclassified,Siphoviridae
NC_021781.2,NC_021781,Herelleviridae,Myoviridae
NC_024383.1,NC_024383,Herelleviridae,Myoviridae
NC_018831.1,NC_018831,Unclassified,Siphoviridae
NC_006953.1,NC_006953,Unclassified,Siphoviridae
NC_001836.1,NC_001836,Closteroviridae,Closteroviridae
NC_005065.1,NC_005065,Closteroviridae,Closteroviridae
NC_027783.1,NC_027783,Circoviridae,Circoviridae
NC_024684.1,NC_024684,Adenoviridae,Adenoviridae
NC_031955.1,NC_031955,Rhabdoviridae,Rhabdoviridae
NC_016144.1,NC_016144,Filoviridae,Filoviridae
NC_010434.1,NC_010434,Alphaflexiviridae,Alphaflexiviridae
NC_021242.1,NC_021242,Phenuiviridae,Peribunyaviridae
NC_021243.1,NC_021243,Phenuiviridae,Peribunyaviridae
NC_021244.1,NC_021244,Phenuiviridae,Peribunyaviridae
NC_025340.1,NC_025340,Rhabdoviridae,Rhabdoviridae
NC_034835.1,NC_034835,Potyviridae,Potyviridae
NC_007580.2,NC_007580,Flaviviridae,Flaviviridae
NC_001809.1,NC_001809,Flaviviridae,Flaviviridae
NC_022519.1,NC_022519,Polyomaviridae,Polyomaviridae
NC_032730.1,NC_032730,Coronaviridae,Coronaviridae
NC_007210.2,NC_007210,Geminiviridae,Geminiviridae
NC_027703.1,NC_027703,Solemoviridae,Luteoviridae
NC_004824.1,NC_004824,Geminiviridae,Geminiviridae
NC_004825.1,NC_004825,Geminiviridae,Geminiviridae
NC_012776.1,NC_012776,Arenaviridae,Arenaviridae
NC_012777.1,NC_012777,Arenaviridae,Arenaviridae
NC_003027.1,NC_003027,Poxviridae,Poxviridae
NC_016152.1,NC_016152,Arenaviridae,Arenaviridae
NC_016153.1,NC_016153,Arenaviridae,Arenaviridae
NC_018710.1,NC_018710,Arenaviridae,Arenaviridae
NC_018711.1,NC_018711,Arenaviridae,Arenaviridae
NC_014898.1,NC_014898,Potyviridae,Potyviridae
NC_027567.1,NC_027567,Unclassified,Reoviridae
NC_027568.1,NC_027568,Unclassified,Reoviridae
NC_027569.1,NC_027569,Unclassified,Reoviridae
NC_027570.1,NC_027570,Unclassified,Reoviridae
NC_027571.1,NC_027571,Unclassified,Reoviridae
NC_027572.1,NC_027572,Unclassified,Reoviridae
NC_027573.1,NC_027573,Unclassified,Reoviridae
NC_027574.1,NC_027574,Unclassified,Reoviridae
NC_027576.1,NC_027576,Unclassified,Reoviridae
NC_024497.1,NC_024497,Iflaviridae,Iflaviridae
NC_001973.1,NC_001973,Baculoviridae,Baculoviridae
NC_013953.1,NC_013953,Baculoviridae,Baculoviridae
NC_001824.1,NC_001824,Iridoviridae,Iridoviridae
NC_005902.1,NC_005902,Iridoviridae,Iridoviridae
NC_033423.1,NC_033423,Iridoviridae,Iridoviridae
NC_004291.1,NC_004291,Arenaviridae,Arenaviridae
NC_004294.1,NC_004294,Arenaviridae,Arenaviridae
NC_025408.1,NC_025408,Rhabdoviridae,Rhabdoviridae
NC_027801.1,NC_027801,Circoviridae,Circoviridae
NC_035187.1,NC_035187,Flaviviridae,Flaviviridae
NC_019851.1,NC_019851,Polyomaviridae,Polyomaviridae
NC_001669.1,NC_001669,Polyomaviridae,Polyomaviridae
NC_030200.1,NC_030200,Orthoherpesviridae,Herpesviridae
NC_004812.1,NC_004812,Orthoherpesviridae,Herpesviridae
NC_006150.1,NC_006150,Orthoherpesviridae,Herpesviridae
NC_006146.1,NC_006146,Orthoherpesviridae,Herpesviridae
NC_007016.1,NC_007016,Orthoherpesviridae,Herpesviridae
NC_005078.1,NC_005078,Arenaviridae,Arenaviridae
NC_005079.1,NC_005079,Arenaviridae,Arenaviridae
NC_005094.1,NC_005094,Nodaviridae,Nodaviridae
NC_005095.1,NC_005095,Nodaviridae,Nodaviridae
NC_018570.2,NC_018570,Dicistroviridae,Dicistroviridae
NC_025674.1,NC_025674,Virgaviridae,Virgaviridae
NC_029132.1,NC_029132,Orthoherpesviridae,Herpesviridae
NC_031452.1,NC_031452,Geminiviridae,Geminiviridae
NC_031448.1,NC_031448,Geminiviridae,Geminiviridae
NC_031453.1,NC_031453,Geminiviridae,Geminiviridae
NC_010952.1,NC_010952,Geminiviridae,Geminiviridae
NC_010953.1,NC_010953,Geminiviridae,Geminiviridae
NC_035487.1,NC_035487,Geminiviridae,Geminiviridae
NC_035488.1,NC_035488,Geminiviridae,Geminiviridae
NC_004097.1,NC_004097,Geminiviridae,Geminiviridae
NC_004098.1,NC_004098,Geminiviridae,Geminiviridae
NC_004099.1,NC_004099,Geminiviridae,Geminiviridae
NC_004100.1,NC_004100,Geminiviridae,Geminiviridae
NC_010647.1,NC_010647,Geminiviridae,Geminiviridae
NC_010648.1,NC_010648,Geminiviridae,Geminiviridae
NC_017001.1,NC_017001,Geminiviridae,Geminiviridae
NC_017002.1,NC_017002,Geminiviridae,Geminiviridae
NC_016999.1,NC_016999,Geminiviridae,Geminiviridae
NC_017000.1,NC_017000,Geminiviridae,Geminiviridae
NC_028137.1,NC_028137,Flaviviridae,Flaviviridae
NC_023812.1,NC_023812,Togaviridae,Togaviridae
NC_034497.1,NC_034497,Peribunyaviridae,Peribunyaviridae
NC_034498.1,NC_034498,Peribunyaviridae,Peribunyaviridae
NC_034505.1,NC_034505,Peribunyaviridae,Peribunyaviridae
NC_014462.1,NC_014462,Chrysoviridae,Chrysoviridae
NC_014463.1,NC_014463,Chrysoviridae,Chrysoviridae
NC_014464.1,NC_014464,Chrysoviridae,Chrysoviridae
NC_014465.1,NC_014465,Chrysoviridae,Chrysoviridae
NC_023039.1,NC_023039,Chrysoviridae,Chrysoviridae
NC_023040.1,NC_023040,Chrysoviridae,Chrysoviridae
NC_023041.1,NC_023041,Chrysoviridae,Chrysoviridae
NC_023042.1,NC_023042,Chrysoviridae,Chrysoviridae
NC_023043.1,NC_023043,Chrysoviridae,Chrysoviridae
NC_006367.1,NC_006367,Totiviridae,Totiviridae
NC_010246.1,NC_010246,Totiviridae,Totiviridae
NC_027209.1,NC_027209,Totiviridae,Totiviridae
NC_016993.1,NC_016993,Coronaviridae,Coronaviridae
NC_029911.1,NC_029911,Spinareoviridae,Reoviridae
NC_029912.1,NC_029912,Spinareoviridae,Reoviridae
NC_029913.1,NC_029913,Spinareoviridae,Reoviridae
NC_029914.1,NC_029914,Spinareoviridae,Reoviridae
NC_029915.1,NC_029915,Spinareoviridae,Reoviridae
NC_029916.1,NC_029916,Spinareoviridae,Reoviridae
NC_029917.1,NC_029917,Spinareoviridae,Reoviridae
NC_029918.1,NC_029918,Spinareoviridae,Reoviridae
NC_029919.1,NC_029919,Spinareoviridae,Reoviridae
NC_029920.1,NC_029920,Spinareoviridae,Reoviridae
NC_028044.1,NC_028044,Totiviridae,Totiviridae
NC_036589.1,NC_036589,Totiviridae,Totiviridae
NC_030398.2,NC_030398,Totiviridae,Totiviridae
NC_003626.1,NC_003626,Secoviridae,Secoviridae
NC_003627.1,NC_003627,Tombusviridae,Tombusviridae
NC_003377.1,NC_003377,Potyviridae,Potyviridae
NC_005974.1,NC_005974,Rhabdoviridae,Rhabdoviridae
NC_036390.1,NC_036390,Rhabdoviridae,Rhabdoviridae
NC_005975.1,NC_005975,Rhabdoviridae,Rhabdoviridae
NC_007729.1,NC_007729,Tombusviridae,Tombusviridae
NC_002786.2,NC_002786,Tymoviridae,Tymoviridae
NC_028465.1,NC_028465,Spinareoviridae,Reoviridae
NC_017917.1,NC_017917,Geminiviridae,Geminiviridae
NC_001346.2,NC_001346,Geminiviridae,Geminiviridae
NC_009533.1,NC_009533,Tombusviridae,Tombusviridae
NC_021484.1,NC_021484,Solemoviridae,Luteoviridae
NC_029990.1,NC_029990,Solemoviridae,Luteoviridae
NC_008728.1,NC_008728,Spinareoviridae,Reoviridae
NC_008729.1,NC_008729,Spinareoviridae,Reoviridae
NC_008730.1,NC_008730,Spinareoviridae,Reoviridae
NC_008731.1,NC_008731,Spinareoviridae,Reoviridae
NC_008732.1,NC_008732,Spinareoviridae,Reoviridae
NC_008733.1,NC_008733,Spinareoviridae,Reoviridae
NC_008734.1,NC_008734,Spinareoviridae,Reoviridae
NC_008735.1,NC_008735,Spinareoviridae,Reoviridae
NC_008736.1,NC_008736,Spinareoviridae,Reoviridae
NC_008737.1,NC_008737,Spinareoviridae,Reoviridae
NC_025400.1,NC_025400,Rhabdoviridae,Rhabdoviridae
NC_025364.1,NC_025364,Rhabdoviridae,Rhabdoviridae
NC_008251.1,NC_008251,Alphaflexiviridae,Alphaflexiviridae
NC_031458.1,NC_031458,Geminiviridae,Geminiviridae
NC_031459.1,NC_031459,Geminiviridae,Geminiviridae
NC_008316.1,NC_008316,Geminiviridae,Geminiviridae
NC_021245.1,NC_021245,Geminiviridae,Geminiviridae
NC_007724.1,NC_007724,Geminiviridae,Geminiviridae
NC_008559.1,NC_008559,Geminiviridae,Geminiviridae
NC_012665.1,NC_012665,Geminiviridae,Geminiviridae
NC_026763.1,NC_026763,Geminiviridae,Geminiviridae
NC_014647.1,NC_014647,Geminiviridae,Geminiviridae
NC_030749.1,NC_030749,Geminiviridae,Geminiviridae
NC_004634.1,NC_004634,Geminiviridae,Geminiviridae
NC_006631.1,NC_006631,Geminiviridae,Geminiviridae
NC_001943.1,NC_001943,Astroviridae,Astroviridae
NC_030922.1,NC_030922,Astroviridae,Astroviridae
NC_004579.1,NC_004579,Astroviridae,Astroviridae
NC_002469.1,NC_002469,Astroviridae,Astroviridae
NC_024701.1,NC_024701,Astroviridae,Astroviridae
NC_034974.1,NC_034974,Astroviridae,Astroviridae
NC_025379.2,NC_025379,Astroviridae,Astroviridae
NC_034975.1,NC_034975,Astroviridae,Astroviridae
NC_011400.1,NC_011400,Astroviridae,Astroviridae
NC_013060.1,NC_013060,Astroviridae,Astroviridae
NC_023681.1,NC_023681,Baculoviridae,Baculoviridae
NC_003529.1,NC_003529,Baculoviridae,Baculoviridae
NC_004117.1,NC_004117,Baculoviridae,Baculoviridae
NC_001607.1,NC_001607,Bornaviridae,Bornaviridae
NC_030692.1,NC_030692,Bornaviridae,Bornaviridae
NC_013225.1,NC_013225,Spinareoviridae,Reoviridae
NC_013226.1,NC_013226,Spinareoviridae,Reoviridae
NC_013227.1,NC_013227,Spinareoviridae,Reoviridae
NC_013228.1,NC_013228,Spinareoviridae,Reoviridae
NC_013229.1,NC_013229,Spinareoviridae,Reoviridae
NC_013230.1,NC_013230,Spinareoviridae,Reoviridae
NC_013231.1,NC_013231,Spinareoviridae,Reoviridae
NC_013232.1,NC_013232,Spinareoviridae,Reoviridae
NC_013233.1,NC_013233,Spinareoviridae,Reoviridae
NC_013234.1,NC_013234,Spinareoviridae,Reoviridae
NC_006430.1,NC_006430,Paramyxoviridae,Paramyxoviridae
NC_034531.1,NC_034531,Rhabdoviridae,Rhabdoviridae
NC_028766.1,NC_028766,Unclassified,Myoviridae
NC_028898.1,NC_028898,Peduoviridae,Myoviridae
NC_028956.1,NC_028956,Unclassified,Siphoviridae
NC_028853.1,NC_028853,Unclassified,Siphoviridae
NC_028743.1,NC_028743,Unclassified,Siphoviridae
NC_008201.1,NC_008201,Peduoviridae,Myoviridae
NC_024074.1,NC_024074,Peribunyaviridae,Peribunyaviridae
NC_024075.1,NC_024075,Peribunyaviridae,Peribunyaviridae
NC_024076.1,NC_024076,Peribunyaviridae,Peribunyaviridae
NC_034552.1,NC_034552,Hantaviridae,Hantaviridae
NC_034553.1,NC_034553,Hantaviridae,Hantaviridae
NC_034566.1,NC_034566,Hantaviridae,Hantaviridae
NC_026281.1,NC_026281,Peribunyaviridae,Peribunyaviridae
NC_026282.1,NC_026282,Peribunyaviridae,Peribunyaviridae
NC_026283.1,NC_026283,Peribunyaviridae,Peribunyaviridae
NC_009489.1,NC_009489,Paramyxoviridae,Paramyxoviridae
NC_025255.1,NC_025255,Rhabdoviridae,Rhabdoviridae
NC_008716.1,NC_008716,Virgaviridae,Virgaviridae
NC_030148.1,NC_030148,Polyomaviridae,Polyomaviridae
NC_001608.3,NC_001608,Filoviridae,Filoviridae
NC_024781.1,NC_024781,Filoviridae,Filoviridae
NC_034530.1,NC_034530,Rhabdoviridae,Rhabdoviridae
NC_027134.1,NC_027134,Arenaviridae,Arenaviridae
NC_027136.1,NC_027136,Arenaviridae,Arenaviridae
NC_022790.1,NC_022790,Microviridae,Microviridae
NC_027788.1,NC_027788,Circoviridae,Circoviridae
NC_034495.1,NC_034495,Peribunyaviridae,Peribunyaviridae
NC_034496.1,NC_034496,Peribunyaviridae,Peribunyaviridae
NC_034504.1,NC_034504,Peribunyaviridae,Peribunyaviridae
NC_008725.1,NC_008725,Baculoviridae,Baculoviridae
NC_001550.1,NC_001550,Retroviridae,Retroviridae
NC_025895.1,NC_025895,Polyomaviridae,Polyomaviridae
NC_003417.1,NC_003417,Togaviridae,Togaviridae
NC_033721.1,NC_033721,Flaviviridae,Flaviviridae
NC_001498.1,NC_001498,Paramyxoviridae,Paramyxoviridae
NC_029797.1,NC_029797,Parvoviridae,Parvoviridae
NC_016072.1,NC_016072,Mimiviridae,Mimiviridae
NC_013266.1,NC_013266,Bromoviridae,Bromoviridae
NC_013267.1,NC_013267,Bromoviridae,Bromoviridae
NC_013268.1,NC_013268,Bromoviridae,Bromoviridae
NC_001993.1,NC_001993,Poxviridae,Poxviridae
NC_002641.1,NC_002641,Orthoherpesviridae,Herpesviridae
NC_021201.1,NC_021201,Picornaviridae,Picornaviridae
NC_026473.1,NC_026473,Polyomaviridae,Polyomaviridae
NC_028140.1,NC_028140,Geminiviridae,Geminiviridae
NC_028141.1,NC_028141,Geminiviridae,Geminiviridae
NC_028142.1,NC_028142,Geminiviridae,Geminiviridae
NC_028143.1,NC_028143,Geminiviridae,Geminiviridae
NC_010809.1,NC_010809,Solemoviridae,Luteoviridae
NC_004732.1,NC_004732,Geminiviridae,Geminiviridae
NC_028138.1,NC_028138,Geminiviridae,Geminiviridae
NC_014380.1,NC_014380,Geminiviridae,Geminiviridae
NC_014381.1,NC_014381,Geminiviridae,Geminiviridae
NC_033832.1,NC_033832,Tospoviridae,Tospoviridae
NC_033833.1,NC_033833,Tospoviridae,Tospoviridae
NC_033834.1,NC_033834,Tospoviridae,Tospoviridae
NC_008300.1,NC_008300,Tospoviridae,Tospoviridae
NC_008306.1,NC_008306,Tospoviridae,Tospoviridae
NC_008307.1,NC_008307,Tospoviridae,Tospoviridae
NC_034204.1,NC_034204,Flaviviridae,Flaviviridae
NC_027819.1,NC_027819,Flaviviridae,Flaviviridae
NC_023763.1,NC_023763,Arenaviridae,Arenaviridae
NC_023764.1,NC_023764,Arenaviridae,Arenaviridae
NC_015490.1,NC_015490,Geminiviridae,Geminiviridae
NC_015491.1,NC_015491,Geminiviridae,Geminiviridae
NC_007965.1,NC_007965,Geminiviridae,Geminiviridae
NC_007966.1,NC_007966,Geminiviridae,Geminiviridae
NC_001663.2,NC_001663,Polyomaviridae,Polyomaviridae
NC_020901.1,NC_020901,Mesoniviridae,Mesoniviridae
